Country Code,City,Location,Coordinates,Last Updated,BC,CO,NO,NO2,NOX,O3,PM1,PM10,PM2.5,SO2,AQI_Category
RS,Bor Krivelj,Bor Krivelj,"44.137878, 22.093133",2023-06-15T05:30:00+05:30,,,,,,,,,,7.87915125,Unknown
RS,Bor Slatina,Bor Slatina,"44.040096, 22.162871",2023-06-15T05:30:00+05:30,,,,,,,,,,7.6570126666667,Unknown
RS,Borski upravni okrug,RS0042A,"44.059937, 22.101434",2023-06-15T05:30:00+05:30,,,,,,,,,,6.2707880166667,Unknown
RS,Borski upravni okrug,RS0042A,"44.059937, 22.101434",2023-06-15T15:30:00+05:30,,343.96,,10.33922,,,,,,,Unknown
RS,Braničevski upravni okrug,RS0038A,"44.71749, 21.173399",2023-06-15T05:30:00+05:30,,,,6.7079026666667,,,,,,,Unknown
RS,Braničevski upravni okrug,RS0038A,"44.71749, 21.173399",2023-06-15T15:30:00+05:30,,232.13,,,,,,,,4.92464,Unknown
RS,Grad Beograd,RS0028A,"44.798746, 20.450184",2023-06-15T15:30:00+05:30,,243.64,,20.76453,,,,8.36441,6.43644,6.29036,Good
RS,Grad Beograd,RS0032A,"44.82112, 20.459113",2023-06-15T05:30:00+05:30,,,,,,,,,,14.9029469,Unknown
RS,Grad Beograd,RS0032A,"44.82112, 20.459113",2023-06-15T15:30:00+05:30,,87.48,,9.91201,,58.40363,,18.995,13.015,,Good
RS,Grad Beograd,RS0036A,"44.803179, 20.400151999999995",2023-06-15T15:30:00+05:30,,319.01,,16.47645,,61.712,,14.03,10.855,11.98594,Good
RS,Grad Beograd,RS0037A,"44.796958999999994, 20.475288",2023-06-15T05:30:00+05:30,,,,,,,,11.094666666667,8.18,,Good
RS,Grad Beograd,RS0037A,"44.796958999999994, 20.475288",2023-06-15T15:30:00+05:30,,,,12.45617,,57.02708,,,,12.44105,Unknown
RS,Južnobanatski upravni okrug,RS0035A,"44.862975, 20.64429",2023-06-15T05:30:00+05:30,,,,14.15546,,,,,,,Unknown
RS,Južnobanatski upravni okrug,RS0035A,"44.862975, 20.64429",2023-06-15T15:30:00+05:30,,218.57,,,,,,,,17.92306,Unknown
RS,Južnobački upravni okrug,RS0029A,"45.245065, 19.84119",2023-06-15T15:30:00+05:30,,,,15.72085,,,,,9.7785,,Good
RS,Južnobački upravni okrug,RS0029A,"45.245065, 19.84119",2023-06-15T14:30:00+05:30,,162.45999999999998,,,,,,16.60136,,15.76314,Unknown
RS,Južnobački upravni okrug,RS0031A,"45.238642, 19.835704",2023-06-15T15:30:00+05:30,,326.99,,20.40427,,54.5433,,,,8.25703,Unknown
RS,Kolubarski upravni okrug,RS0041A,"44.27304899999999, 19.899006",2023-06-15T05:30:00+05:30,,,,,,,,18.481355932203,12.829322033898,,Good
RS,Kolubarski upravni okrug,RS0041A,"44.27304899999999, 19.899006",2023-06-15T15:30:00+05:30,,145.01,,22.6583,,,,,,20.79368,Unknown
RS,Kosjerić,Kosjerić,"44.002941, 19.905174",2023-06-15T05:30:00+05:30,,64.36072499999999,,3.1530968333333,,17.7023,,14.093333333333,9.04,4.6064574,Good
RS,Kraljevo,Kraljevo,"43.728017, 20.693602",2023-06-15T05:30:00+05:30,,221.622225,,12.121409666667,,25.3764,,,,4.9984953833333,Unknown
RS,Lazarevac,Beograd Lazarevac,"44.384113, 20.265436",2023-06-15T02:30:00+05:30,,,,8.4422653333333,,,,16.13,11.685333333333,11.344823833333,Good
RS,Loznica,Loznica,"44.53224, 19.214534",2023-06-15T05:30:00+05:30,,,,10.122429166667,,31.97985,,,,5.23239555,Unknown
RS,Moravički upravni okrug,RS0045A,"43.89316, 20.345513",2023-06-15T15:30:00+05:30,,188.81,,7.62928,,,,,,,Unknown
RS,Nišavski upravni okrug,RS0005R,"43.404011, 21.947746",2023-06-15T15:30:00+05:30,,,,0.97239,,50.79935,,,,12.36848,Unknown
RS,Nišavski upravni okrug,RS0030A,"43.316552, 21.913548",2023-06-15T05:30:00+05:30,,43.081885,,,,,,,,,Unknown
RS,Nišavski upravni okrug,RS0030A,"43.316552, 21.913548",2023-06-15T15:30:00+05:30,,,,21.2587,,,,12.61288,11.80867,3.99104,Good
RS,Nišavski upravni okrug,RS0033A,"43.322554, 21.919025",2023-06-15T15:30:00+05:30,,266.94,,19.71243,,19.7505,,17.36733,13.229,20.11932,Good
RS,Novi Pazar,Novi Pazar,"43.139704, 20.516353",2023-06-15T05:30:00+05:30,,,,7.1988803333333,,19.727225,,13.859310344828,10.838793103448,5.2995475333333,Good
RS,Novi Sad,Novi Sad Rumenačka,"45.262626, 19.819016",2023-06-15T05:30:00+05:30,,315.57141,,45.013725166667,,,,27.969166666667,17.550666666667,15.76855505,Good
RS,Obrenovac,Beograd Obrenovac,"44.6699995831708, 20.1973316073418",2023-06-15T02:30:00+05:30,,,,13.740998333333,,,,22.22406779661,11.700833333333,8.0599245666667,Good
RS,Obrenovac,Obrenovac Centar,"44.659478, 20.204496",2023-06-15T05:30:00+05:30,,168.32805000000002,,14.563545333333,,,,12.274915254237,9.504779661017,11.473091666667,Good
RS,Pančevo,Pančevo Cara Dušana,"44.870226, 20.648069",2023-06-15T02:30:00+05:30,,690.649795,,31.684000333333,,46.021325,,,,1.7466385434783,Unknown
RS,Pančevo,Pančevo Starčevo,"44.808258, 20.704773",2023-06-15T02:30:00+05:30,,,,1.5526371666667,,49.532525,,4.7738333333333,,-44.955878333333,Unknown
RS,Pančevo,Pančevo Vatrogasni dom,"44.8586504491852, 20.6491014361382",2023-06-15T02:30:00+05:30,,,,14.952501666667,,,,11.62,8.5065,,Good
RS,Pančevo,Pančevo Vojlovica,"44.8444518310066, 20.669236779213",2023-06-15T02:30:00+05:30,,,,,,,,10.677796610169,,3.6887121483333,Unknown
RS,Paraćin,Paraćin,"43.859649, 21.408121000000005",2023-06-15T05:30:00+05:30,,197.60587,,10.753686166667,,,,,,12.461863566667,Unknown
RS,Pirot,Pirot,"43.158098, 22.592406",2023-06-15T05:30:00+05:30,,,,5.509152,,,,15.481333333333,11.634,8.99787755,Good
RS,Podunavski upravni okrug,RS0039A,"44.652336, 20.931675",2023-06-15T05:30:00+05:30,,,,,,,,,,9.9204739,Unknown
RS,Podunavski upravni okrug,RS0039A,"44.652336, 20.931675",2023-06-15T15:30:00+05:30,,136.57,,6.78761,,,,,,,Unknown
RS,Popovac,Popovac,"43.910592, 21.508391",2023-06-15T05:30:00+05:30,,382.067785,,3.424091,,16.761325,,11.960666666667,8.116,6.6063704,Good
RS,Pčinjski upravni okrug,RS0048A,"42.551125, 21.896556",2023-06-15T15:30:00+05:30,,,,21.24275,,,,,,9.5813,Unknown
RS,Pčinjski upravni okrug,RS0048A,"42.551125, 21.896556",2023-06-15T13:30:00+05:30,,121.15,,,,,,,,,Unknown
RS,Rasinski upravni okrug,RS0046A,"43.58547, 21.307667",2023-06-15T05:30:00+05:30,,,,6.7110908333333,,,,,,7.5522236166667,Unknown
RS,Rasinski upravni okrug,RS0046A,"43.58547, 21.307667",2023-06-15T15:30:00+05:30,,239.74,,,,,,,,,Unknown
RS,Raški upravni okrug,RS0047A,"43.28414, 20.802102",2023-06-15T15:30:00+05:30,,,,,,108.72085,,,,7.69469,Unknown
RS,Severnobanatski upravni okrug,RS0034A,"45.821483, 20.454008",2023-06-15T05:30:00+05:30,,,,10.4731275,,,,,,,Unknown
RS,Severnobanatski upravni okrug,RS0034A,"45.821483, 20.454008",2023-06-15T14:30:00+05:30,,165.58999999999995,,,,82.8989,,,,25.91561,Unknown
RS,Smederevo,Smederevo Centar,"44.664084, 20.926729",2023-06-15T05:30:00+05:30,,,,6.943827,,,,7.5208333333333,7.3317166666667,20.606737833333,Good
RS,Smederevo,Smederevo Radinac,"44.619408, 20.969422000000005",2023-06-15T05:30:00+05:30,,1056.078925,,9.5103011666667,,39.8601,,19.0095,14.014166666667,6.6108975,Good
RS,Sremska Mitrovica,Sremska Mitrovica,"44.972185, 19.609349",2023-06-15T05:30:00+05:30,,55.429825,,13.999239833333,,,,,,4.6717452833333,Unknown
RS,Užice,Užice,"43.854255, 19.843181",2023-06-15T05:30:00+05:30,,259.09317500000003,,17.330874,,,,15.708833333333,10.537166666667,5.0914784666667,Good
RS,Vršac,Vršac,"45.11445899999999, 21.295725",2023-06-15T05:30:00+05:30,,,,7.862019,,45.65225,,,,7.5745484333333,Unknown
RS,Zaječarski upravni okrug,RS0044A,"43.902072, 22.273254999999995",2023-06-15T15:30:00+05:30,,299.44,,8.58573,,,,,,9.40705,Unknown
RS,beograd,MOBILNA SURDULICA,"44.74855, 19.689692",2023-06-15T05:30:00+05:30,,569.267215,,1.9129,,,,12.325833333333,9.1783333333333,10.429417583333,Good
RS,Čačak,Čačak,"43.893316, 20.345513",2023-06-15T05:30:00+05:30,,171.70626,,6.0798338333333,,30.041375,,9.5576666666667,7.068,8.9957915333333,Good
RS,Šabac,Šabac,"44.749781000000006, 19.693917",2023-06-15T05:30:00+05:30,,219.952535,,22.247027,,,,,,9.8705870333333,Unknown
RS,Šumadijski upravni okrug,RS0043A,"44.011573, 20.925031",2023-06-15T05:30:00+05:30,,,,,,49.539175,,14.609322033898,12.618983050847,,Good
RS,Šumadijski upravni okrug,RS0043A,"44.011573, 20.925031",2023-06-15T15:30:00+05:30,,291.38,,17.31175,,,,,,4.89828,Unknown
RU,Ilmatieteen laitoksen verkko,NET-FI002A,"63.14309999956773, 31.046949999999995",2024-03-11T16:30:00+05:30,,,,,,87.8991298,,,,,Unknown
SA,Dharan,US Diplomatic Post: Dharan,"26.304855, 50.154302",2019-07-17T02:30:00+05:30,,,,,,,,,23.0,,Good
SA,Tekirdağ,MTHM Seyyar Araç-Tekirdağ-Muratlı,"27.513341999999994, 41.19811",2023-10-11T15:30:00+05:30,,1457.755,,11.971,,,,39.861,22.323,13.922,Good
SD,Khartoum,US Diplomatic Post: Khartoum Embassy,"15.526226, 32.607622",2023-05-17T18:30:00+05:30,,,,,,,,,-999.0,,Good
SD,Khartoum,US Diplomatic Post: Khartoum Residential,"15.5007, 32.5599",2023-05-17T18:30:00+05:30,,,,,,,,,-999.0,,Good
SE,Blekinge Kustvatten och Luftvårdsförbund,NET-SE0014C,"56.164010999503795, 15.588941000000002",2024-03-11T17:30:00+05:30,,,,,,,,4.399,,,Unknown
SE,Blekinge Kustvatten och Luftvårdsförbund,NET-SE0014C,"56.164010999503795, 15.588941000000002",2024-03-07T19:30:00+05:30,,,,,,,,19.876,,,Unknown
SE,Dalarnas Luftvårdsförbund,NET-SE0009C,"60.2814019995382, 15.989098",2024-03-11T17:30:00+05:30,,,,,,,,53.8,14.27,,Good
SE,Dalarnas Luftvårdsförbund,NET-SE0009C,"60.2814019995382, 15.989098",2024-02-28T15:30:00+05:30,,,,,,,,5.212,4.288,,Good
SE,Dalarnas Luftvårdsförbund,NET-SE0009C,"60.608298999541354, 15.629400000000002",2024-03-11T17:30:00+05:30,,,,5.77745,,70.4886,,,,,Unknown
SE,Dalarnas Luftvårdsförbund,NET-SE0009C,"60.608298999541354, 15.629400000000002",2024-03-11T05:30:00+05:30,,,,,,,,,,-0.477538,Unknown
SE,Göteborgsregionens luftvårdsförbund,NET-SE0007C,"57.658028999515125, 12.015075",2024-02-26T08:30:00+05:30,,,,,,0.3,,,,,Unknown
SE,Göteborgsregionens luftvårdsförbund,NET-SE0007C,"57.658028999515125, 12.015075",2024-02-26T12:30:00+05:30,,,,20.4,,,,,,,Unknown
SE,Göteborgsregionens luftvårdsförbund,NET-SE0007C,"57.69370599951541, 11.956772",2024-03-11T17:30:00+05:30,,,,6.99081,,,,24.03,,,Unknown
SE,Göteborgsregionens luftvårdsförbund,NET-SE0007C,"57.69785799951544, 11.960547",2024-03-08T14:30:00+05:30,,,,26.8445,,,,38.6371,11.9315,,Good
SE,Göteborgsregionens luftvårdsförbund,NET-SE0007C,"57.69785799951544, 11.960547",2024-03-11T17:30:00+05:30,,,,6.49996,,,,26.4335,7.21171,,Good
SE,Göteborgsregionens luftvårdsförbund,NET-SE0007C,"57.70093699951548, 11.994604000000002",2024-01-31T01:30:00+05:30,,,,,,,,22.9,,,Unknown
SE,Göteborgsregionens luftvårdsförbund,NET-SE0007C,"57.70093699951548, 11.994604000000002",2024-02-20T20:30:00+05:30,,,,29.4,,,,,,,Unknown
SE,Göteborgsregionens luftvårdsf��rbund,NET-SE0007C,"57.658028999515125, 12.015075",2024-02-25T11:30:00+05:30,,,,-0.7,,,,,,,Unknown
SE,Göteborgsregionens luftvårdsf��rbund,NET-SE0007C,"57.658028999515125, 12.015075",2024-02-25T13:30:00+05:30,,,,,,24.4,,,,,Unknown
SE,Göteborgsregionens luftv��rdsförbund,NET-SE0007C,"57.70093699951548, 11.994604000000002",2024-02-06T13:30:00+05:30,,,,,,,,89.4,,,Unknown
SE,Göteborgsregionens luftv��rdsförbund,NET-SE0007C,"57.70093699951548, 11.994604000000002",2024-02-14T17:30:00+05:30,,,,30.5,,,,,,,Unknown
SE,G��teborgsregionens luftvårdsförbund,NET-SE0007C,"57.69370599951541, 11.956772",2024-03-03T22:30:00+05:30,,,,12.1528,,,,30.9491,,,Unknown
SE,Halmstad,NET-SE1380A,"56.6720129995075, 12.863328",2024-03-11T17:30:00+05:30,,,,8.612,,,,,,,Unknown
SE,Jämtland,SE0005R,"63.8488899995757, 15.33558",2024-01-08T19:30:00+05:30,,,,,,67.1,,,,,Unknown
SE,Jämtland,SE0005R,"63.8488899995757, 15.33558",2024-01-30T01:30:00+05:30,,,,,,,,9.6,7.6,,Good
SE,Jönköpings läns Luftvårdsförbund,NET-SE0011C,"57.7782389995161, 14.159519000000001",2024-03-11T17:30:00+05:30,,,,13.98,,,,,,,Unknown
SE,Jönköpings läns Luftvårdsförbund,NET-SE0011C,"57.7782389995161, 14.159519000000001",2024-03-07T16:30:00+05:30,,,,22.63,,,,,,,Unknown
SE,Kronobergs Luftvårdsförbund,NET-SE0013C,"56.87988199950906, 14.799273",2024-03-11T17:30:00+05:30,,,,,,,,33.8,,,Unknown
SE,Kronobergs Luftvårdsförbund,NET-SE0013C,"56.87988199950906, 14.799273",2024-02-10T14:30:00+05:30,,,,,,,,8.4,,,Unknown
SE,Luftvårdsförbundet för Västra Sverige (Luft i Väst),NET-SE0008C,"57.72078899951563, 12.944741000000002",2024-03-11T17:30:00+05:30,,,,26.9,,,,,,,Unknown
SE,Luftvårdsförbundet för Västra Sverige (Luft i Väst),NET-SE0008C,"57.72078899951563, 12.944741000000002",2024-03-10T17:30:00+05:30,,,,16.5,,,,,,,Unknown
SE,Miljösamverkan Värmland,NET-SE0002C,"59.376673999529785, 13.490342",2024-03-11T17:30:00+05:30,,,,6.044,,,,,,,Unknown
SE,Miljösamverkan Värmland,NET-SE0002C,"59.376673999529785, 13.490342",2024-02-06T23:30:00+05:30,,,,7.39,,,,,,,Unknown
SE,Naturvårdsverket,NET-SE0005C,"55.64870099950021, 13.2235",2024-03-11T17:30:00+05:30,,,,,,66.7,,,,,Unknown
SE,Naturvårdsverket,NET-SE0005C,"56.04242599950293, 13.148551",2024-03-11T17:30:00+05:30,,,,,,72.7,,,,,Unknown
SE,Naturvårdsverket,NET-SE0005C,"56.09741399950332, 13.419637",2024-03-11T17:30:00+05:30,,,,2.52,,,,,,,Unknown
SE,Naturvårdsverket,NET-SE0005C,"56.10229199950335, 13.420081000000003",2024-03-11T15:30:00+05:30,,,,,,,,14.0496,9.9473,,Good
SE,Naturvårdsverket,NET-SE0005C,"56.2639009995045, 15.621000000000002",2024-03-11T17:30:00+05:30,,,,,,71.7,,,,,Unknown
SE,Naturvårdsverket,NET-SE0005C,"57.16450099951125, 14.782499999999997",2024-03-11T17:30:00+05:30,,,,,,77.7,,,,,Unknown
SE,Naturvårdsverket,NET-SE0005C,"57.393611999513034, 11.914179999999998",2024-03-11T17:30:00+05:30,,,,,,78.4,,5.6,5.1,,Good
SE,Naturvårdsverket,NET-SE0005C,"57.709019999515526, 11.970241",2024-03-11T17:30:00+05:30,,,,8.03903,,,,41.835,9.97946,,Good
SE,Naturvårdsverket,NET-SE0005C,"57.81083299951638, 15.564736000000002",2024-03-11T17:30:00+05:30,,,,,,76.8,,,,,Unknown
SE,Naturvårdsverket,NET-SE0005C,"57.86339999951678, 11.921600000000002",2024-03-11T17:30:00+05:30,,,,,,70.6,,,,,Unknown
SE,Naturvårdsverket,NET-SE0005C,"57.95249899951753, 12.403",2024-03-11T17:30:00+05:30,,,,,,70.8,,,,,Unknown
SE,Naturvårdsverket,NET-SE0005C,"59.399354999530004, 18.077415999999996",2024-03-11T17:30:00+05:30,,,,,,78.8,,,,,Unknown
SE,Naturvårdsverket,NET-SE0005C,"59.72815099953301, 15.471994000000004",2024-03-11T17:30:00+05:30,,,,,,82.8,,,,,Unknown
SE,Naturvårdsverket,NET-SE0005C,"59.72815099953301, 15.471994000000004",2024-03-03T07:30:00+05:30,,,,,,35.2,,,,,Unknown
SE,Naturvårdsverket,NET-SE0005C,"60.08583299953635, 17.505278",2024-03-11T15:30:00+05:30,,,,,,,,5.19685,3.26270999,,Good
SE,Naturvårdsverket,NET-SE0005C,"63.845496999575694, 15.31973",2024-03-11T17:30:00+05:30,,,,,,84.2,,3.8,3.6,,Good
SE,Naturvårdsverket,NET-SE0005C,"64.2442259995803, 19.767238000000003",2024-03-11T17:30:00+05:30,,,,,,86.4,,,,,Unknown
SE,Naturvårdsverket,NET-SE0005C,"64.2442259995803, 19.767238000000003",2024-02-15T16:30:00+05:30,,,,,,46.9,,,,,Unknown
SE,Naturvårdsverket,NET-SE0005C,"67.87858799962584, 21.062962",2024-03-11T17:30:00+05:30,,,,,,89.0,,,,,Unknown
SE,Naturv��rdsverket,NET-SE0005C,"56.04242599950293, 13.148551",2024-02-18T11:30:00+05:30,,,,,,64.4,,,,,Unknown
SE,Naturv��rdsverket,NET-SE0005C,"56.09741399950332, 13.419637",2024-02-26T06:30:00+05:30,,,,5.41,,,,,,,Unknown
SE,Naturv��rdsverket,NET-SE0005C,"57.709019999515526, 11.970241",2024-03-04T16:30:00+05:30,,,,5.74412,,,,18.1574,11.7536,,Good
SE,Naturv��rdsverket,NET-SE0005C,"63.845496999575694, 15.31973",2024-03-09T01:30:00+05:30,,,,,,58.2,,3.6,3.0,,Good
SE,Norrbotten,SE0013R,"67.8788909996258, 21.070004",2024-01-30T01:30:00+05:30,,,,,,97.5,,,,,Unknown
SE,Piteå,NET-SE2581A,"65.3154889995928, 21.478498000000002",2024-03-11T17:30:00+05:30,,,,,,,,140.3,,,Unknown
SE,Piteå,NET-SE2581A,"65.31810999959283, 21.479167",2024-03-11T17:30:00+05:30,,,,24.74,,,,,,,Unknown
SE,Piteå,NET-SE2581A,"65.31810999959283, 21.479167",2024-03-11T11:30:00+05:30,,,,,,,,130.0,,,Unknown
SE,Pite��,NET-SE2581A,"65.31810999959283, 21.479167",2024-02-25T15:30:00+05:30,,,,7.226,,,,1.439,,,Unknown
SE,Prestebakke,Prestebakke,"58.99652, 11.52767",2024-03-25T14:30:00+05:30,,,,,,54.2,,,,,Unknown
SE,Samverkan för luftövervakning i Västernorrland,NET-SE0012C,"62.38646199955952, 17.303233999999996",2024-03-11T17:30:00+05:30,,,,,,,,56.037,9.013,,Good
SE,Samverkan för luftövervakning i Västernorrland,NET-SE0012C,"62.38855999955954, 17.30889",2024-03-11T17:30:00+05:30,,,6.37,9.266,,,,216.992,26.549,,Good
SE,Samverkan för luftövervakning i Västernorrland,NET-SE0012C,"63.29137499956939, 18.716063",2024-03-11T17:30:00+05:30,,,,41.6,,,,,,,Unknown
SE,Samverkan för luftövervakning i Västernorrland,NET-SE0012C,"63.29137499956939, 18.716063",2024-02-16T22:30:00+05:30,,,,28.0,,,,,,,Unknown
SE,Samverkan för luftövervakning i Västernorrland,NET-SE0012C,"63.29184299956942, 18.717487",2024-03-11T17:30:00+05:30,,,,,,,,89.0,,,Unknown
SE,Samverkan för luftövervakning i V��sternorrland,NET-SE0012C,"62.38646199955952, 17.303233999999996",2024-02-25T00:30:00+05:30,,,,,,,,7.873,5.826,,Good
SE,Samverkan för luftövervakning i V��sternorrland,NET-SE0012C,"63.29184299956942, 18.717487",2024-03-07T18:30:00+05:30,,,,,,,,15.6,,,Unknown
SE,Samverkan f��r luftövervakning i Västernorrland,NET-SE0012C,"62.38855999955954, 17.30889",2024-03-09T18:30:00+05:30,,,6.143,12.471,,,,102.01,14.776,,Good
SE,Skellefteå,NET-SE2482A,"64.68727699958517, 21.237285",2024-03-11T17:30:00+05:30,,,,2.218,,,,,,,Unknown
SE,Skellefteå,NET-SE2482A,"64.7494189995859, 20.960844",2024-03-11T17:30:00+05:30,,,13.0022,15.1772,,,,,,,Unknown
SE,Skellefteå,NET-SE2482A,"64.74953099958591, 20.960068000000007",2024-02-09T10:30:00+05:30,,,,,,,,37.9233,10.5255,,Good
SE,Skellefte��,NET-SE2482A,"64.7494189995859, 20.960844",2024-02-09T13:30:00+05:30,,,64.2271,55.6725,,,,,,,Unknown
SE,Skellefte��,NET-SE2482A,"64.74953099958591, 20.960068000000007",2024-02-06T13:30:00+05:30,,,,,,,,9.6165,7.31667,,Good
SE,Skåne,SE0058A,"55.583889999499696, 13.00806",2024-01-30T01:30:00+05:30,,,,,,29.4,,17.1,9.03,,Good
SE,Skåne,SE0058A,"55.583889999499696, 13.00806",2024-01-30T00:30:00+05:30,,,,37.1,,,,,,,Unknown
SE,Skåne,SE0116A,"56.042899999503, 13.148",2023-04-05T02:30:00+05:30,,,,,,,,5.22473,2.43813,,Good
SE,Skåne,SE0116A,"56.042899999503, 13.148",2024-01-30T01:30:00+05:30,,,,,,25.7,,,,,Unknown
SE,Skånes Luftvårdsförbund,NET-SE0001C,"55.37287499949833, 13.157458",2024-03-11T17:30:00+05:30,,,,8.64,,,,,,,Unknown
SE,Skånes Luftvårdsförbund,NET-SE0001C,"55.58474699949976, 13.00623",2024-03-11T17:30:00+05:30,,,,,,63.9,,14.9,11.5,,Good
SE,Skånes Luftvårdsförbund,NET-SE0001C,"55.58474699949976, 13.00623",2024-03-11T16:30:00+05:30,,,,10.4,,,,,,,Unknown
SE,Skånes Luftvårdsförbund,NET-SE0001C,"55.60638799949989, 13.001964000000001",2024-03-11T17:30:00+05:30,,,,6.79,,58.3,,13.7,9.76,,Good
SE,Skånes Luftvårdsförbund,NET-SE0001C,"55.700831999500544, 13.200842",2024-03-11T17:30:00+05:30,,,,1.93,,42.9,,,,,Unknown
SE,Skånes Luftvårdsförbund,NET-SE0001C,"55.70333599950057, 13.180275",2024-03-11T17:30:00+05:30,,,,,,,,6.14,,,Unknown
SE,Skånes Luftvårdsförbund,NET-SE0001C,"55.8684999995017, 12.828299999999999",2024-03-11T17:30:00+05:30,,,,5.64,,41.3,,,,,Unknown
SE,Skånes Luftvårdsförbund,NET-SE0001C,"55.8684999995017, 12.828299999999999",2024-03-10T21:30:00+05:30,,,,5.73,,45.9,,,,,Unknown
SE,Skånes Luftvårdsf��rbund,NET-SE0001C,"55.70333599950057, 13.180275",2024-02-12T17:30:00+05:30,,,,,,,,7.91,,,Unknown
SE,Sk��nes Luftvårdsförbund,NET-SE0001C,"55.37287499949833, 13.157458",2024-03-08T04:30:00+05:30,,,,6.982,,,,,,,Unknown
SE,Sk��nes Luftvårdsförbund,NET-SE0001C,"55.58474699949976, 13.00623",2024-03-11T06:30:00+05:30,,,,6.17,,70.2,,11.8,8.95,,Good
SE,Stockholm,Danderydsvägen,"59.4081664, 18.0636322",2021-07-21T02:30:00+05:30,,,,,,,,6.395,,,Unknown
SE,Stockholm,Danderydsvägen,"59.4081664, 18.0636322",2022-10-26T01:30:00+05:30,,,,,,,,,3.8,,Good
SE,Stockholm,Folkungagatan,"59.31462368, 18.07585555",2024-01-26T17:30:00+05:30,,,,0.0,,,,0.0,,,Unknown
SE,Stockholm,"Hamngatan, Linköping","58.40878, 15.631343",2024-03-25T14:30:00+05:30,,,,,,,,,4.5,,Good
SE,Stockholm,Hornsgatan,"59.31713213999999, 18.04878744",2024-03-25T14:30:00+05:30,,,,15.0,,,,8.6,3.9,,Good
SE,Stockholm,Hornsgatan,"59.31713213999999, 18.04878744",2018-10-14T02:30:00+05:30,,,,,,40.4725,,,,,Unknown
SE,Stockholm,"Kungsgatan, Norrköping","58.590397, 16.178606",2024-03-25T14:30:00+05:30,,,,,,,,,3.7,,Good
SE,Stockholm,"Råsndavägen, Solna","59.3659396, 17.9995942",2022-10-26T01:30:00+05:30,,,,,,,,,4.4,,Good
SE,Stockholm,Råsundavägen,"59.363839, 18.019706",2022-10-26T01:30:00+05:30,,,,15.4,,,,,,,Unknown
SE,Stockholm,SE0003A,"59.31721999952921, 18.04918",2024-01-30T01:30:00+05:30,,,,31.3625,,,,18.7925,12.0407,,Good
SE,Stockholm,SE0022A,"59.3169399995293, 18.057501",2024-01-30T01:30:00+05:30,,,,11.1715,,30.7943,,15.9554,,,Unknown
SE,Stockholm,SE0027A,"59.3411099995295, 18.05862",2024-01-30T01:30:00+05:30,,,,,,,,22.5001,,,Unknown
SE,Stockholm,SE0027A,"59.3411099995295, 18.05862",2024-01-29T19:30:00+05:30,,207.783,,21.9057,,,,,,,Unknown
SE,Stockholm,SE0108A,"59.39929999953, 18.076799",2024-01-30T01:30:00+05:30,,,,,,29.1,,,,,Unknown
SE,Stockholm,Sankt Eriksgatan,"59.338921, 18.035773",2024-03-25T14:30:00+05:30,,,,5.0,,,,6.6,2.7,,Good
SE,Stockholm,Solna Råsundavägen,"59.362291, 17.992711",2022-10-05T00:30:00+05:30,,,,,,,,5.5,,,Unknown
SE,Stockholm,St Erikgsgatan,"59.3387558, 18.0357015",2022-10-26T01:30:00+05:30,,,,,,,,,0.0,,Good
SE,Stockholm,St Eriksgatan,"59.334351, 18.031951",2022-10-26T01:30:00+05:30,,,,0.0,,,,,,,Unknown
SE,Stockholm,Sveavägen,"59.34516113, 18.05428175",2024-03-25T14:30:00+05:30,,,,3.9,,,,0.0,,,Unknown
SE,Stockholm,Sveavägen,"59.34516113, 18.05428175",2023-01-11T23:30:00+05:30,,,,,,,,,0.0,,Good
SE,Stockholm,Tulegatan,"60.605031, 16.762106",2022-10-26T01:30:00+05:30,,,,21.3,,,,,,,Unknown
SE,Stockholm,"Tulegatan, Sundbyberg","59.3667459, 17.9688665",2024-03-25T14:30:00+05:30,,,,5.7,,,,8.0,2.8,,Good
SE,Stockholm,Valhallavägen,"59.348618, 18.062386",2024-03-25T14:30:00+05:30,,,,6.7,,,,,,,Unknown
SE,Uppsala,"Kungsgatan, Uppsala","59.853185, 17.653329",2024-03-25T14:30:00+05:30,,,,4.2,,,,13.3,3.0,,Good
SE,Uppsala,Uppsala Kungsgatan,"59.85953006, 17.64248414",2021-07-21T02:30:00+05:30,,,,32.6925,,,,,3.89093,,Good
SE,Uppsala,Uppsala Kungsgatan,"59.85953006, 17.64248414",2022-10-28T11:30:00+05:30,,,,,,,,15.7,,,Unknown
SE,Västerbotten,SE0035R,"64.2497179995803, 19.767227",2024-01-30T01:30:00+05:30,,,,,,89.4,,,,,Unknown
SE,Västernorrland,SE0095A,"62.3875999995595, 17.3099",2024-01-30T01:30:00+05:30,,,1.649,9.516,,,,5.597,3.869,,Good
SE,Västernorrland,SE0106A,"63.2911989995694, 18.7166",2024-01-30T01:30:00+05:30,,,,33.3,,,,,,,Unknown
SE,Västmanlands läns Luftvårdsförbund,NET-SE0003C,"59.60769899953189, 16.535915999999997",2024-03-11T17:30:00+05:30,,,,9.214,,,,104.2,,,Unknown
SE,Västmanlands läns Luftvårdsf��rbund,NET-SE0003C,"59.60769899953189, 16.535915999999997",2024-03-10T02:30:00+05:30,,,,5.42,,,,26.19,,,Unknown
